InfoCFO,InfoMeasurementCount,Initiatoro,Initiatorrr,InitiatorFLAGS,InitiatorGREF,InitiatorRXGAIN,InitiatorCFO,InitiatorRSSI,Reflectoro,Reflectorrr,ReflectorFLAGS,ReflectorGREF,ReflectorRXGAIN,ReflectorCFO,ReflectorRSSI,ResultDistance,ResultAoA,ResultDQF,ResultToF_Distance,ResultToF_SuccessRate,ResultInsideCircleOfTrust,ResultCFO,ResultLikeliness
0,0,5,-5,0,0,22,2.0,-60,-6,-5,0,0,22,-3.0,-60,6.13,,,,,,0.0,0.96
0,1,-1,-5,0,0,22,2.0,-59,0,-8,0,0,22,-3.0,-62,6.07,,,,,,0.06,0.96
0,2,-1,-6,0,0,22,2.0,-59,-1,-4,0,0,22,-3.0,-60,6.04,,,,,,0.19,0.96
0,3,-1,-5,0,0,22,2.0,-59,0,-5,0,0,22,-3.0,-60,6.08,,,,,,0.34,0.97
0,4,-1,-4,0,0,22,2.0,-59,-1,-5,0,0,22,-3.0,-59,6.04,,,,,,0.5,0.96
0,5,-1,-6,0,0,22,3.0,-59,-1,-6,0,0,22,-3.0,-60,5.98,,,,,,0.69,0.96
0,6,0,-5,0,0,22,3.0,-61,-1,-4,0,0,22,-2.0,-60,6.07,,,,,,0.88,0.96
0,7,-1,-5,0,0,22,2.0,-59,0,-5,0,0,22,-3.0,-60,6.09,,,,,,1.06,0.96
0,8,-1,-7,0,0,22,3.0,-60,-1,-4,0,0,22,-3.0,-60,6.12,,,,,,1.25,0.96
0,9,-1,-4,0,0,22,2.0,-59,0,-5,0,0,22,-3.0,-59,6.1,,,,,,1.44,0.96
0,10,-1,-5,0,0,23,2.0,-61,-1,-5,0,0,22,-3.0,-59,6.18,,,,,,1.62,0.96
0,11,-1,-5,0,0,22,2.0,-59,0,-4,0,0,22,-3.0,-59,5.97,,,,,,1.78,0.96
0,12,0,-7,0,0,22,2.0,-62,-1,-5,0,0,22,-3.0,-59,6.07,,,,,,1.94,0.97
0,13,0,-5,0,0,22,2.0,-61,0,-4,0,0,22,-3.0,-60,6.09,,,,,,2.09,0.96
0,14,-1,-4,0,0,22,3.0,-60,0,-4,0,0,22,-3.0,-60,6.16,,,,,,2.28,0.96
0,15,-1,-5,0,0,22,3.0,-58,-1,-4,0,0,22,-3.0,-59,6.02,,,,,,2.47,0.96
