InfoCFO,InfoMeasurementCount,Initiatoro,Initiatorrr,InitiatorFLAGS,InitiatorGREF,InitiatorRXGAIN,InitiatorCFO,InitiatorRSSI,Reflectoro,Reflectorrr,ReflectorFLAGS,ReflectorGREF,ReflectorRXGAIN,ReflectorCFO,ReflectorRSSI,ResultDistance,ResultAoA,ResultDQF,ResultToF_Distance,ResultToF_SuccessRate,ResultInsideCircleOfTrust,ResultCFO,ResultLikeliness
0,0,-1,-7,0,0,13,-5.0,-35,0,-5,0,0,13,4.0,-35,1.23,,,,,,0.0,0.68
0,1,-1,-8,0,0,13,-5.0,-36,-1,-6,0,0,13,4.0,-35,1.08,,,,,,-0.12,0.66
0,2,-1,-3,0,0,14,-5.0,-36,0,-5,0,0,13,4.0,-35,1.13,,,,,,-0.41,0.66
0,3,0,-7,0,0,13,-5.0,-35,-1,-4,0,0,14,4.0,-35,1.11,,,,,,-0.69,0.66
0,4,0,-7,0,0,13,-5.0,-35,-1,-6,0,0,13,4.0,-35,1.16,,,,,,-0.97,0.67
0,5,-1,-9,0,0,13,-5.0,-36,-1,-6,0,0,13,4.0,-35,1.09,,,,,,-1.25,0.66
0,6,0,-6,0,0,13,-5.0,-35,1,-8,0,0,13,4.0,-36,1.23,,,,,,-1.53,0.68
0,7,1,-3,0,0,14,-5.0,-36,-2,-7,0,0,13,5.0,-35,1.13,,,,,,-1.81,0.66
0,8,-1,-8,0,0,13,-5.0,-35,-1,-3,0,0,14,5.0,-35,1.13,,,,,,-2.12,0.66
0,9,-1,-6,0,0,13,-5.0,-36,-1,-5,0,0,13,4.0,-35,1.13,,,,,,-2.44,0.67
0,10,-1,-3,0,0,14,-5.0,-36,0,-5,0,0,13,4.0,-35,1.11,,,,,,-2.75,0.66
0,11,0,-7,0,0,13,-5.0,-35,-1,-6,0,0,13,4.0,-35,1.12,,,,,,-3.06,0.66
0,12,-1,-9,0,0,13,-5.0,-36,-1,-3,0,0,14,4.0,-35,1.2,,,,,,-3.34,0.68
0,13,-1,-6,0,0,13,-5.0,-36,0,-5,0,0,13,5.0,-35,1.17,,,,,,-3.62,0.67
0,14,0,-4,0,0,14,-5.0,-35,-1,-7,0,0,13,5.0,-36,1.13,,,,,,-3.94,0.67
0,15,-2,-6,0,0,13,-5.0,-36,0,-3,0,0,14,4.0,-36,1.05,,,,,,-4.25,0.65
