meta.version,meta.error_msg,meta.initiator.sw_version,meta.initiator.unique_id,meta.initiator.zdc_mciq,meta.initiator.zdc_tof,meta.initiator.platform,meta.initiator.board_nr,meta.reflector.sw_version,meta.reflector.unique_id,meta.reflector.zdc_mciq,meta.reflector.zdc_tof,meta.reflector.platform,meta.reflector.board_nr,meta.testcase.f_offset,meta.testcase.meas_nr,meta.has_mciq,meta.has_tof,meta.profiling.t_total,meta.profiling.t_reference,meta.profiling.t_measurement,meta.profiling.t_parse,meta.profiling.t_pre_process,meta.profiling.t_calc_tof,meta.profiling.t_calc_mciq,meta.profiling.t_post_process,mciq.cfg.n_pairs,mciq.cfg.n_tones,mciq.cfg.t_intra,mciq.cfg.t_inter,mciq.cfg.t_intra_antenna,mciq.cfg.f_start,mciq.cfg.f_stop,mciq.cfg.f_delta,mciq.result.CDE_distance,mciq.result.CDE_dqi,mciq.result.distance,mciq.result.aoa,mciq.result.likeliness,mciq.initiator.flags,mciq.initiator.agc_idx,mciq.initiator.cfo,mciq.initiator.rssi,mciq.initiator.xtal_trim,mciq.reflector.flags,mciq.reflector.agc_idx,mciq.reflector.cfo,mciq.reflector.rssi,mciq.reflector.xtal_trim,tof.cfg.n_tones,tof.cfg.n_pairs,tof.cfg.radius_cot,tof.cfg.f_start,tof.cfg.f_stop,tof.cfg.f_delta,tof.result.in_cot,tof.result.distance,tof.result.successrate,tof.initiator.flags,tof.initiator.agc_idx,tof.initiator.cfo,tof.initiator.rssi,tof.initiator.temperature,tof.initiator.xtal_trim,tof.reflector.flags,tof.reflector.agc_idx,tof.reflector.cfo,tof.reflector.rssi,tof.reflector.temperature,tof.reflector.xtal_trim
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,0,True,True,0.451505,1626352070.377138,0.404606,0.013281,0.013831,1e-06,0.006117,0.013669,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.39,1.0,3.3681606731414795,,0.9600354343574553,32768,16,2260,-42,58,32768,16,-3480,-42,52,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,3.9,99,2,16,0,-42,26,58,2,16,-2240,-42,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,1,True,True,0.416107,1626352070.800932,0.38136,0.014081,0.008091,1e-06,0.00594,0.006634,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.37,0.5,3.3956074199676514,,0.9586935265060564,32768,16,-668,-44,58,32768,16,912,-43,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,5.0,100,0,16,0,-42,27,58,0,16,-2240,-42,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,2,True,True,0.435541,1626352071.236759,0.402736,0.012438,0.007573,1e-06,0.005858,0.006935,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.4,1.0,3.386458583831787,,0.9495608627744858,32768,16,-1644,-43,58,32768,16,1400,-44,54,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.3,100,0,16,0,-43,27,58,0,16,1664,-43,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,3,True,True,0.431826,1626352071.668644,0.399223,0.012225,0.00762,1e-06,0.005675,0.007082,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.36,0.583,3.3681606731414795,,0.9499463946336623,32768,16,-1156,-43,58,32768,16,2864,-43,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,5.2,100,0,16,0,-43,27,58,0,16,-2240,-43,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,4,True,True,0.426191,1626352072.095954,0.394392,0.012186,0.007486,1e-06,0.005753,0.006373,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.4,1.0,3.3956074199676514,,0.9537774983822146,32768,16,-1644,-43,58,32768,16,2132,-44,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.4,99,2,16,0,-42,27,58,2,16,-288,-42,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,5,True,True,0.436564,1626352072.532701,0.404219,0.012313,0.00748,1e-06,0.00563,0.006921,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.43,1.0,3.4230544052124023,,0.953109617041011,32768,16,308,-43,58,32768,16,-1284,-43,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,5.2,92,2,16,0,-42,27,58,2,16,-288,-42,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,6,True,True,0.435283,1626352072.968964,0.403615,0.012097,0.00753,1e-06,0.005654,0.006386,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.39,1.0,3.4047564945220947,,0.947444579633695,32768,16,64,-43,58,32768,16,424,-43,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.2,100,0,16,0,-42,27,58,2,16,0,-42,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,7,True,True,0.413949,1626352073.383418,0.380985,0.013352,0.007542,1e-06,0.005706,0.006363,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.41,1.0,3.4230544052124023,,0.9557538060883365,32768,16,-668,-42,58,32768,16,912,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.5,100,0,16,0,-42,27,58,0,16,1664,-42,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,8,True,True,0.43754,1626352073.820982,0.40503,0.012444,0.007575,1e-06,0.005651,0.006839,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.41,1.0,3.413905569076538,,0.9515047427842228,32768,16,308,-43,58,32768,16,180,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.4,100,0,16,0,-42,27,58,0,16,-288,-42,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,9,True,True,0.440144,1626352074.262008,0.407927,0.012463,0.007614,1e-06,0.005776,0.006363,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.4,1.0,3.386458583831787,,0.9536139829632863,32768,16,552,-43,58,32768,16,424,-43,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.6,98,6,16,0,-42,27,58,2,16,-288,-42,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,10,True,True,0.437246,1626352074.700055,0.405168,0.012596,0.007494,1e-06,0.00563,0.006357,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.45,1.0,3.4596502265930176,,0.966535582835113,32768,15,-912,-42,58,32768,15,-64,-41,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.2,100,0,15,0,-40,27,58,0,15,-288,-40,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,11,True,True,0.424468,1626352075.124565,0.391187,0.01386,0.007458,1e-06,0.005582,0.00638,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.43,1.0,3.413905569076538,,0.9669504500453411,32768,16,-668,-41,58,32768,15,1156,-41,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,3.8,100,0,15,0,-40,27,58,0,15,-288,-40,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,12,True,True,0.437823,1626352075.563381,0.40553,0.012723,0.007499,1e-06,0.005718,0.006352,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.45,1.0,3.4322030029296875,,0.9663040934577847,32768,15,-180,-41,58,32768,15,424,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.2,100,0,15,0,-40,27,58,0,15,-4192,-40,25,50
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,13,True,True,0.434852,1626352075.998475,0.402573,0.012376,0.007639,1e-06,0.005807,0.006456,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.41,1.0,3.450501152038574,,0.9645032648376862,32768,15,-4084,-41,58,32768,15,3596,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.7,100,0,16,0,-41,27,58,0,16,-4192,-41,25,50
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,14,True,True,0.42611,1626352076.425388,0.394459,0.012264,0.007433,1e-06,0.005578,0.006375,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.39,1.0,3.4047564945220947,,0.964717381844642,32768,16,-4084,-42,58,32768,16,4572,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.4,99,2,16,0,-41,27,58,0,16,-288,-41,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,15,True,True,0.431592,1626352076.857532,0.399468,0.012651,0.007484,1e-06,0.00562,0.006368,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.41,1.0,3.4322030029296875,,0.9672127644958218,32768,16,-668,-41,58,32768,16,1156,-41,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.2,100,0,16,0,-41,27,58,0,16,-288,-41,25,48
