meta.version,meta.error_msg,meta.initiator.sw_version,meta.initiator.unique_id,meta.initiator.zdc_mciq,meta.initiator.zdc_tof,meta.initiator.platform,meta.initiator.board_nr,meta.reflector.sw_version,meta.reflector.unique_id,meta.reflector.zdc_mciq,meta.reflector.zdc_tof,meta.reflector.platform,meta.reflector.board_nr,meta.testcase.f_offset,meta.testcase.meas_nr,meta.has_mciq,meta.has_tof,meta.profiling.t_total,meta.profiling.t_reference,meta.profiling.t_measurement,meta.profiling.t_parse,meta.profiling.t_pre_process,meta.profiling.t_calc_tof,meta.profiling.t_calc_mciq,meta.profiling.t_post_process,mciq.cfg.n_pairs,mciq.cfg.n_tones,mciq.cfg.t_intra,mciq.cfg.t_inter,mciq.cfg.t_intra_antenna,mciq.cfg.f_start,mciq.cfg.f_stop,mciq.cfg.f_delta,mciq.result.CDE_distance,mciq.result.CDE_dqi,mciq.result.distance,mciq.result.aoa,mciq.result.likeliness,mciq.initiator.flags,mciq.initiator.agc_idx,mciq.initiator.cfo,mciq.initiator.rssi,mciq.initiator.xtal_trim,mciq.reflector.flags,mciq.reflector.agc_idx,mciq.reflector.cfo,mciq.reflector.rssi,mciq.reflector.xtal_trim,tof.cfg.n_tones,tof.cfg.n_pairs,tof.cfg.radius_cot,tof.cfg.f_start,tof.cfg.f_stop,tof.cfg.f_delta,tof.result.in_cot,tof.result.distance,tof.result.successrate,tof.initiator.flags,tof.initiator.agc_idx,tof.initiator.cfo,tof.initiator.rssi,tof.initiator.temperature,tof.initiator.xtal_trim,tof.reflector.flags,tof.reflector.agc_idx,tof.reflector.cfo,tof.reflector.rssi,tof.reflector.temperature,tof.reflector.xtal_trim
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,0,True,True,0.442279,1626351923.814097,0.396856,0.012751,0.013441,1e-06,0.006274,0.012956,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,12.55,0.552,3.926245876312256,,0.34300573248055477,32768,18,-912,-51,58,32768,18,1400,-51,54,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,21.3,97,2,22,0,-60,27,58,2,22,-288,-60,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,1,True,True,0.424414,1626351924.246224,0.392034,0.012603,0.007507,1e-06,0.00593,0.006339,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,12.5,0.958,3.8805009803771973,,0.34363258163191224,32768,18,-2132,-51,58,32768,19,1400,-51,54,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,21.4,99,6,22,0,-59,27,58,2,22,-288,-60,24,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,2,True,True,0.424524,1626351924.671481,0.392511,0.01234,0.007487,1e-06,0.005881,0.006304,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,12.44,1.0,1.5109259567260742,,0.15364305066677938,32768,19,-1400,-51,58,32768,18,1888,-52,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,22.0,97,6,23,0,-61,27,58,2,23,-2240,-62,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,3,True,True,0.42751,1626351925.099108,0.394967,0.012458,0.007685,1e-06,0.006007,0.006392,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,4.56,0.481,1.9958197555541992,,0.163841530173259,32768,19,-1888,-52,58,32768,19,912,-52,54,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,21.9,99,6,23,0,-62,27,58,0,23,-288,-62,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,4,True,True,0.492469,1626351925.584458,0.42394,0.029264,0.015516,1e-06,0.009203,0.014545,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,8.97,0.371,3.990288444519043,,0.3069549281823566,32768,20,-1888,-53,58,32768,20,2376,-53,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,23.3,97,6,23,0,-62,27,58,6,23,-288,-62,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,5,True,True,0.436436,1626351926.030034,0.403684,0.012995,0.007465,1e-06,0.005976,0.006315,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,4.53,0.442,3.871351905822754,,0.32625580623562456,32768,20,-424,-53,58,32768,20,668,-53,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,22.7,98,6,23,0,-61,27,58,4,22,-288,-61,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,6,True,True,0.431871,1626351926.462166,0.399215,0.01263,0.007613,1e-06,0.006036,0.006376,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,14.97,1.0,2.142202564239502,,0.18357991942082766,32768,19,-424,-52,58,32768,15,-64,-43,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,21.7,99,4,22,0,-60,27,58,0,22,-288,-61,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,7,True,True,0.432595,1626351926.895457,0.399696,0.012998,0.007512,1e-06,0.006023,0.006365,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,4.53,0.488,1.6939045867919922,,0.16386208184350703,32768,19,-912,-52,58,32768,19,-64,-52,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,22.3,97,6,22,0,-61,27,58,2,22,-2240,-61,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,8,True,True,0.439971,1626351927.335464,0.406732,0.013194,0.007597,1e-06,0.006014,0.006433,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,4.53,0.524,3.743267246246338,,0.3434539081771182,32768,19,-2132,-52,58,32768,19,1644,-52,54,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,22.9,97,2,22,0,-61,28,58,2,22,1664,-61,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,9,True,True,0.43201,1626351927.768355,0.399507,0.01269,0.0075,1e-06,0.006003,0.006309,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,12.44,1.0,-0.218223712682724,,0.11092376768539453,32768,19,-2376,-52,58,32768,19,1644,-52,54,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,22.4,96,2,22,0,-60,27,58,6,22,0,-61,25,49
