InfoCFO,InfoMeasurementCount,Initiatoro,Initiatorrr,InitiatorFLAGS,InitiatorGREF,InitiatorRXGAIN,InitiatorCFO,InitiatorRSSI,Reflectoro,Reflectorrr,ReflectorFLAGS,ReflectorGREF,ReflectorRXGAIN,ReflectorCFO,ReflectorRSSI,ResultDistance,ResultAoA,ResultDQF,ResultToF_Distance,ResultToF_SuccessRate,ResultInsideCircleOfTrust,ResultCFO,ResultLikeliness
0,0,-1,-6,0,0,16,-4.0,-42,-1,-4,0,0,16,4.0,-43,2.61,,,,,,0.0,0.92
0,1,-1,-6,0,0,16,-5.0,-42,-1,-5,0,0,16,4.0,-44,2.62,,,,,,-0.12,0.92
0,2,-1,-5,0,0,16,-5.0,-44,-1,-8,0,0,16,4.0,-44,2.6,,,,,,-0.38,0.92
0,3,-2,-6,0,0,16,-5.0,-44,1,-5,0,0,16,4.0,-44,2.61,,,,,,-0.66,0.92
0,4,0,-7,0,0,16,-5.0,-44,-1,-5,0,0,16,4.0,-43,2.62,,,,,,-0.94,0.92
0,5,0,-7,0,0,16,-5.0,-44,-1,-5,0,0,16,4.0,-44,2.63,,,,,,-1.22,0.92
0,6,0,-5,0,0,16,-5.0,-44,-1,-5,0,0,16,4.0,-44,2.61,,,,,,-1.5,0.92
0,7,0,-6,0,0,16,-5.0,-44,-2,-5,0,0,16,4.0,-44,2.62,,,,,,-1.78,0.92
0,8,-1,-5,0,0,16,-5.0,-44,0,-7,0,0,16,4.0,-44,2.63,,,,,,-2.06,0.92
0,9,-1,-5,0,0,16,-5.0,-42,-1,-5,0,0,16,4.0,-43,2.61,,,,,,-2.34,0.91
0,10,-1,-8,0,0,16,-5.0,-44,-1,-8,0,0,16,4.0,-44,2.63,,,,,,-2.62,0.93
0,11,-1,-3,0,0,16,-5.0,-42,0,-3,0,0,16,4.0,-42,2.59,,,,,,-2.91,0.92
0,12,0,-5,0,0,16,-4.0,-42,0,-6,0,0,16,4.0,-44,2.63,,,,,,-3.16,0.92
0,13,-1,-7,0,0,16,-5.0,-42,-1,-8,0,0,16,4.0,-44,2.63,,,,,,-3.41,0.93
0,14,0,-6,0,0,16,-4.0,-44,-1,-5,0,0,16,4.0,-43,2.63,,,,,,-3.66,0.93
0,15,0,-8,0,0,16,-4.0,-44,-1,-5,0,0,16,4.0,-44,2.63,,,,,,-3.91,0.92
