InfoCFO,InfoMeasurementCount,Initiatoro,Initiatorrr,InitiatorFLAGS,InitiatorGREF,InitiatorRXGAIN,InitiatorCFO,InitiatorRSSI,Reflectoro,Reflectorrr,ReflectorFLAGS,ReflectorGREF,ReflectorRXGAIN,ReflectorCFO,ReflectorRSSI,ResultDistance,ResultAoA,ResultDQF,ResultToF_Distance,ResultToF_SuccessRate,ResultInsideCircleOfTrust,ResultCFO,ResultLikeliness
0,0,-22,-4,0,0,20,-5.0,-54,21,-6,0,0,20,4.0,-54,4.98,,,,,,0.0,0.32
0,1,-1,-5,0,0,20,-5.0,-55,0,-5,0,0,20,4.0,-54,4.97,,,,,,-0.12,0.29
0,2,-2,-6,0,0,20,-5.0,-55,1,-7,0,0,20,4.0,-55,8.2,,,,,,-0.41,0.35
0,3,-1,-4,0,0,20,-4.0,-54,0,-4,0,0,20,4.0,-53,4.78,,,,,,-0.66,0.28
0,4,-1,-7,0,0,20,-4.0,-54,-1,-5,0,0,20,4.0,-53,6.89,,,,,,-0.91,0.32
0,5,-1,-4,0,0,20,-5.0,-55,0,-4,0,0,20,4.0,-53,3.84,,,,,,-1.16,0.12
0,6,-1,-5,0,0,20,-5.0,-55,0,-4,0,0,20,4.0,-53,2.86,,,,,,-1.41,0.09
0,7,-1,-6,0,0,20,-4.0,-54,-1,-5,0,0,20,4.0,-54,4.69,,,,,,-1.66,0.31
0,8,-2,-4,0,0,20,-5.0,-54,1,-7,0,0,20,4.0,-54,4.77,,,,,,-1.91,0.31
0,9,0,-4,0,0,20,-5.0,-54,-1,-6,0,0,20,3.0,-54,4.71,,,,,,-2.16,0.31
0,10,0,-6,0,0,20,-5.0,-54,-1,-5,0,0,20,4.0,-53,4.65,,,,,,-2.44,0.32
0,11,-1,-6,0,0,20,-4.0,-55,0,-4,0,0,20,4.0,-54,4.68,,,,,,-2.69,0.31
0,12,-3,-5,0,0,20,-5.0,-55,2,-6,0,0,20,4.0,-54,4.7,,,,,,-2.94,0.31
0,13,-1,-4,0,0,20,-4.0,-54,0,-5,0,0,20,4.0,-54,4.8,,,,,,-3.19,0.33
0,14,-1,-5,0,0,20,-4.0,-56,1,-7,0,0,21,4.0,-59,4.54,,,,,,-3.44,0.3
0,15,-2,-4,0,0,21,-4.0,-57,1,-6,0,0,20,4.0,-55,4.41,,,,,,-3.69,0.3
