meta.version,meta.error_msg,meta.initiator.sw_version,meta.initiator.unique_id,meta.initiator.zdc_mciq,meta.initiator.zdc_tof,meta.initiator.platform,meta.initiator.board_nr,meta.reflector.sw_version,meta.reflector.unique_id,meta.reflector.zdc_mciq,meta.reflector.zdc_tof,meta.reflector.platform,meta.reflector.board_nr,meta.testcase.f_offset,meta.testcase.meas_nr,meta.has_mciq,meta.has_tof,meta.profiling.t_total,meta.profiling.t_reference,meta.profiling.t_measurement,meta.profiling.t_parse,meta.profiling.t_pre_process,meta.profiling.t_calc_tof,meta.profiling.t_calc_mciq,meta.profiling.t_post_process,mciq.cfg.n_pairs,mciq.cfg.n_tones,mciq.cfg.t_intra,mciq.cfg.t_inter,mciq.cfg.t_intra_antenna,mciq.cfg.f_start,mciq.cfg.f_stop,mciq.cfg.f_delta,mciq.result.CDE_distance,mciq.result.CDE_dqi,mciq.result.distance,mciq.result.aoa,mciq.result.likeliness,mciq.initiator.flags,mciq.initiator.agc_idx,mciq.initiator.cfo,mciq.initiator.rssi,mciq.initiator.xtal_trim,mciq.reflector.flags,mciq.reflector.agc_idx,mciq.reflector.cfo,mciq.reflector.rssi,mciq.reflector.xtal_trim,tof.cfg.n_tones,tof.cfg.n_pairs,tof.cfg.radius_cot,tof.cfg.f_start,tof.cfg.f_stop,tof.cfg.f_delta,tof.result.in_cot,tof.result.distance,tof.result.successrate,tof.initiator.flags,tof.initiator.agc_idx,tof.initiator.cfo,tof.initiator.rssi,tof.initiator.temperature,tof.initiator.xtal_trim,tof.reflector.flags,tof.reflector.agc_idx,tof.reflector.cfo,tof.reflector.rssi,tof.reflector.temperature,tof.reflector.xtal_trim
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,0,True,True,0.444273,1626351119.476734,0.396373,0.012261,0.013483,1e-06,0.006221,0.015934,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.25,0.527,2.9381608448028564,,0.3841112058712414,32768,19,-1888,-51,58,32768,18,1400,-51,54,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,16.6,95,2,19,0,-51,27,58,2,18,1664,-50,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,1,True,True,0.436882,1626351119.923547,0.404148,0.012649,0.007634,1e-06,0.006034,0.006416,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.07,0.574,2.9473096809387207,,0.38677224967246604,32768,19,-1400,-51,58,32768,18,1644,-51,54,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,16.5,97,2,18,0,-50,27,58,6,19,-288,-51,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,2,True,True,0.429565,1626351120.354059,0.39739,0.01241,0.007554,1e-06,0.005878,0.006332,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.14,0.535,2.929011770248413,,0.38984647627285535,32768,18,-1644,-51,58,32768,18,2620,-51,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,16.8,99,2,19,0,-51,28,58,2,19,-2240,-51,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,3,True,True,0.431223,1626351120.785736,0.398864,0.012365,0.00758,1e-06,0.005987,0.006426,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.25,0.604,2.929011770248413,,0.3898256122202171,32768,18,-3352,-51,58,32768,19,1156,-51,54,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,16.6,97,2,19,0,-51,27,58,6,18,1664,-51,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,4,True,True,0.434745,1626351121.220544,0.402098,0.012598,0.007623,1e-06,0.00595,0.006475,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.25,0.555,2.9015652618408203,,0.3624338495603892,32768,19,-2864,-51,58,32768,19,2620,-52,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,19.0,98,2,19,0,-52,27,58,6,19,1664,-52,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,5,True,True,0.435702,1626351121.656966,0.402939,0.012464,0.0076,1e-06,0.00625,0.006448,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,4.23,0.72,3.8530542335510254,,0.1976280547547775,32768,19,197948,-51,58,32768,19,-177452,-51,127,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,22.2,94,2,19,0,-51,27,58,6,19,0,-52,25,116
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,6,True,True,0.436361,1626351122.093661,0.404169,0.012435,0.007482,1e-06,0.005917,0.006357,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.25,0.479,2.9656075916290283,,0.3679503352611439,32768,19,-79724,-51,58,32768,19,80212,-52,55,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,18.7,100,0,19,0,-51,27,58,0,19,-288,-52,25,50
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,7,True,True,0.449908,1626351122.542713,0.410075,0.015777,0.008838,1e-06,0.007013,0.008204,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.11,0.557,2.929011770248413,,0.37033181835465084,32768,19,-3108,-53,58,32768,19,5548,-51,52,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,19.4,96,2,18,0,-50,27,58,6,18,-2240,-50,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,8,True,True,0.419584,1626351122.964447,0.387586,0.012198,0.007496,1e-06,0.00594,0.006363,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.06,0.507,2.9381608448028564,,0.3695071506843596,32768,19,64,-51,58,32768,19,-64,-51,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,19.8,93,6,19,0,-52,27,58,6,19,-4192,-52,25,50
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,9,True,True,0.432477,1626351123.396992,0.399455,0.012556,0.007605,1e-06,0.006004,0.006856,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.25,0.557,2.956458517074585,,0.37618004312620135,32768,18,-4084,-51,58,32768,18,2864,-51,54,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,20.3,94,2,19,0,-52,27,58,6,19,1664,-52,25,49
