InfoCFO,InfoMeasurementCount,Initiatoro,Initiatorrr,InitiatorFLAGS,InitiatorGREF,InitiatorRXGAIN,InitiatorCFO,InitiatorRSSI,Reflectoro,Reflectorrr,ReflectorFLAGS,ReflectorGREF,ReflectorRXGAIN,ReflectorCFO,ReflectorRSSI,ResultDistance,ResultAoA,ResultDQF,ResultToF_Distance,ResultToF_SuccessRate,ResultInsideCircleOfTrust,ResultCFO,ResultLikeliness
0,1,-1,-9,0,0,26,0.0,-78,0,-11,0,0,26,-2.0,-78,3.53,,,,,,0.0,0.39
0,2,0,-12,0,0,26,0.0,-80,-1,-11,0,0,26,-1.0,-80,5.21,,,,,,0.0,0.61
0,3,0,-12,0,0,26,1.0,-79,-1,-11,0,0,26,-1.0,-79,5.39,,,,,,0.03,0.51
0,4,-1,-13,0,0,26,1.0,-78,-1,-12,0,0,26,-2.0,-78,5.06,,,,,,0.09,0.5
0,5,-1,-9,0,0,26,1.0,-78,1,-10,0,0,26,-2.0,-78,1.62,,,,,,0.16,0.25
0,6,-1,-9,0,0,26,0.0,-78,0,-10,0,0,26,-1.0,-78,2.52,,,,,,0.22,0.33
0,7,-1,-12,0,0,26,1.0,-78,-1,-10,0,0,26,-2.0,-78,1.64,,,,,,0.28,0.24
0,8,-1,-9,0,0,26,1.0,-78,0,-11,0,0,26,-1.0,-78,1.74,,,,,,0.34,0.24
0,9,-1,-9,0,0,26,1.0,-78,0,-10,0,0,26,-2.0,-78,2.68,,,,,,0.41,0.35
0,10,1,-9,0,0,26,1.0,-78,-1,-10,0,0,26,-2.0,-78,2.62,,,,,,0.47,0.34
0,11,-2,-10,0,0,26,1.0,-79,0,-10,0,0,26,-1.0,-79,2.63,,,,,,0.53,0.31
0,12,-1,-10,0,0,26,1.0,-78,0,-12,0,0,26,-1.0,-79,3.0,,,,,,0.59,0.25
0,13,-2,-10,0,0,26,1.0,-79,1,-10,0,0,26,-1.0,-78,5.03,,,,,,0.66,0.46
0,14,0,-12,0,0,26,0.0,-79,-1,-10,0,0,26,-2.0,-79,2.74,,,,,,0.72,0.26
0,15,-2,-9,0,0,26,1.0,-78,0,-10,0,0,26,-2.0,-78,1.6,,,,,,0.78,0.27
