meta.version,meta.error_msg,meta.initiator.sw_version,meta.initiator.unique_id,meta.initiator.zdc_mciq,meta.initiator.zdc_tof,meta.initiator.platform,meta.initiator.board_nr,meta.reflector.sw_version,meta.reflector.unique_id,meta.reflector.zdc_mciq,meta.reflector.zdc_tof,meta.reflector.platform,meta.reflector.board_nr,meta.testcase.f_offset,meta.testcase.meas_nr,meta.has_mciq,meta.has_tof,meta.profiling.t_total,meta.profiling.t_reference,meta.profiling.t_measurement,meta.profiling.t_parse,meta.profiling.t_pre_process,meta.profiling.t_calc_tof,meta.profiling.t_calc_mciq,meta.profiling.t_post_process,mciq.cfg.n_pairs,mciq.cfg.n_tones,mciq.cfg.t_intra,mciq.cfg.t_inter,mciq.cfg.t_intra_antenna,mciq.cfg.f_start,mciq.cfg.f_stop,mciq.cfg.f_delta,mciq.result.CDE_distance,mciq.result.CDE_dqi,mciq.result.distance,mciq.result.aoa,mciq.result.likeliness,mciq.initiator.flags,mciq.initiator.agc_idx,mciq.initiator.cfo,mciq.initiator.rssi,mciq.initiator.xtal_trim,mciq.reflector.flags,mciq.reflector.agc_idx,mciq.reflector.cfo,mciq.reflector.rssi,mciq.reflector.xtal_trim,tof.cfg.n_tones,tof.cfg.n_pairs,tof.cfg.radius_cot,tof.cfg.f_start,tof.cfg.f_stop,tof.cfg.f_delta,tof.result.in_cot,tof.result.distance,tof.result.successrate,tof.initiator.flags,tof.initiator.agc_idx,tof.initiator.cfo,tof.initiator.rssi,tof.initiator.temperature,tof.initiator.xtal_trim,tof.reflector.flags,tof.reflector.agc_idx,tof.reflector.cfo,tof.reflector.rssi,tof.reflector.temperature,tof.reflector.xtal_trim
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,0,True,True,0.448177,1626352138.256713,0.402829,0.012716,0.013454,1e-06,0.00611,0.013067,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.53,0.378,3.990288444519043,,0.7198912676224262,32832,16,-668,-42,58,32832,16,668,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,5.1,99,2,16,0,-41,27,58,2,16,-288,-42,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,1,True,True,0.434423,1626352138.698323,0.401422,0.012699,0.007947,1e-06,0.0059,0.006454,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.52,0.374,3.9811393699645996,,0.7220700269068756,32832,16,-424,-43,58,32832,16,912,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,5.3,100,0,16,0,-41,27,58,0,16,-2240,-41,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,2,True,True,0.434673,1626352139.133445,0.402288,0.012557,0.00749,1e-06,0.005914,0.006423,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.52,0.375,3.9445435485839844,,0.7249002005798604,32768,16,-1156,-42,58,32832,16,2376,-41,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.4,95,2,16,0,-41,26,58,2,16,-2240,-41,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,3,True,True,0.433918,1626352139.567957,0.401642,0.01227,0.007712,1e-06,0.00595,0.006343,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.53,0.384,3.9536926231384277,,0.7180260472568568,32768,16,-2620,-42,58,32768,16,2132,-41,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,5.3,99,2,16,0,-41,27,58,2,16,-288,-41,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,4,True,True,0.441023,1626352140.009151,0.406861,0.012751,0.007978,1e-06,0.006293,0.007139,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.51,0.376,3.9811393699645996,,0.7198753047419807,32768,16,-180,-43,58,32832,16,-64,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.7,99,2,16,0,-41,27,58,2,15,-288,-41,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,5,True,True,0.438286,1626352140.44794,0.405626,0.012727,0.007608,1e-06,0.005866,0.006458,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.53,0.385,4.045181938171387,,0.7240300981381731,32832,16,-424,-42,58,32832,16,912,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.6,100,0,16,0,-41,27,58,0,16,-288,-41,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,6,True,True,0.395316,1626352140.841929,0.355425,0.014856,0.009193,1e-06,0.007259,0.008582,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.53,0.378,3.935394950866699,,0.7259070830433931,32768,16,552,-42,58,32768,16,1156,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,5.1,100,0,16,0,-41,26,58,0,16,-288,-41,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,7,True,True,0.438533,1626352141.283364,0.406421,0.012436,0.007498,1e-06,0.005838,0.006339,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.49,0.406,3.9994375190734863,,0.7237551985425958,32832,16,-1156,-42,58,32768,15,912,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,5.1,100,0,16,0,-41,26,58,0,16,-2240,-41,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,8,True,True,0.439624,1626352141.723072,0.407684,0.012285,0.007498,3e-06,0.005793,0.006361,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.53,0.393,4.026884265899659,,0.7226421977717671,32768,16,-2376,-42,58,32768,16,1644,-41,54,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,5.6,99,2,16,0,-41,27,58,2,16,-288,-41,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,9,True,True,0.440462,1626352142.164467,0.407541,0.01306,0.007761,1e-06,0.005787,0.006312,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.49,0.401,3.9445435485839844,,0.7252277298895896,32768,16,-2864,-43,58,32768,15,3108,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,5.2,99,2,16,0,-41,27,58,2,16,-288,-41,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,10,True,True,0.493993,1626352142.658086,0.456745,0.015863,0.008297,1e-06,0.006084,0.007003,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.5,0.402,3.9994375190734863,,0.7174304141267943,32768,16,552,-43,58,32832,16,912,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.5,97,2,16,0,-41,27,58,2,16,-288,-41,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,11,True,True,0.411355,1626352143.070596,0.376991,0.013467,0.00811,1e-06,0.006061,0.006725,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.51,0.403,3.9719902954101562,,0.7183714226613815,32768,16,-668,-42,58,32768,15,424,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,5.7,98,2,16,0,-41,26,58,2,16,-2240,-41,25,49
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,12,True,True,0.434348,1626352143.505601,0.401737,0.012826,0.007477,1e-06,0.005885,0.006422,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.54,0.383,3.9719902954101562,,0.7177477695744341,32768,16,-912,-42,58,32832,16,2376,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,4.9,100,0,16,0,-41,27,58,0,16,-288,-41,25,48
2,,v1.1.0.21,0x00000060373AD3094E4557080003001C,0.2763671875,2.2099609375,kw38,1,v1.1.0.21,0x00000060373AC5DB4E455708000A003B,0.2763671875,2.2099609375,kw38,2,0,13,True,True,0.431074,1626352143.93687,0.398553,0.012559,0.007637,1e-06,0.005904,0.00642,2,80,0.0002,0.0004,2.9e-05,2401000000.0,2480000000.0,1000000.0,3.51,0.363,3.9536926231384277,,0.7173749971799934,32768,16,64,-43,58,32768,16,668,-42,53,240,1,25.0,2401000000.0,2480000000.0,1000000.0,True,5.2,100,0,16,0,-41,27,58,0,16,-288,-41,25,48
