InfoCFO,InfoMeasurementCount,Initiatoro,Initiatorrr,InitiatorFLAGS,InitiatorGREF,InitiatorRXGAIN,InitiatorCFO,InitiatorRSSI,Reflectoro,Reflectorrr,ReflectorFLAGS,ReflectorGREF,ReflectorRXGAIN,ReflectorCFO,ReflectorRSSI,ResultDistance,ResultAoA,ResultDQF,ResultToF_Distance,ResultToF_SuccessRate,ResultInsideCircleOfTrust,ResultCFO,ResultLikeliness
0,0,-1,-7,0,0,20,-4.0,-55,0,-7,0,0,20,4.0,-54,8.98,,,,,,0.0,0.19
0,1,1,-7,0,0,20,-4.0,-56,-1,-8,0,0,20,4.0,-57,1.61,,,,,,-0.12,0.15
0,2,-1,-11,0,0,20,-5.0,-57,-1,-9,0,0,20,4.0,-56,5.73,,,,,,-0.38,0.2
0,3,-1,-7,0,0,20,-4.0,-56,0,-8,0,0,20,4.0,-56,5.75,,,,,,-0.62,0.2
0,4,0,-7,0,0,20,-4.0,-56,-1,-9,0,0,20,4.0,-57,5.82,,,,,,-0.88,0.19
0,5,0,-9,0,0,20,-4.0,-57,-1,-9,0,0,20,4.0,-58,5.63,,,,,,-1.12,0.18
0,6,-1,-5,0,0,21,-5.0,-57,0,-8,64,0,20,4.0,-56,7.18,,,,,,-1.38,0.24
0,7,-1,-8,0,0,20,-5.0,-56,0,-7,0,0,20,4.0,-56,7.51,,,,,,-1.62,0.24
0,8,0,-9,0,0,20,-5.0,-57,-1,-8,0,0,20,4.0,-57,1.8,,,,,,-1.91,0.12
0,9,-2,-7,0,0,20,-5.0,-57,1,-8,0,0,20,4.0,-57,8.23,,,,,,-2.19,0.31
0,10,0,-9,0,0,20,-4.0,-57,-1,-8,0,0,20,4.0,-57,9.72,,,,,,-2.44,0.26
0,11,0,-6,0,0,21,-5.0,-59,0,-9,0,0,20,4.0,-56,1.63,,,,,,-2.69,0.14
0,12,0,-9,0,0,20,-6.0,-58,-1,-9,0,0,20,4.0,-57,9.65,,,,,,-2.94,0.21
0,13,0,-10,0,0,20,-3.0,-58,-1,-8,0,0,20,4.0,-56,1.71,,,,,,-3.19,0.13
0,14,-1,-7,0,0,21,-4.0,-57,-1,-10,0,0,20,3.0,-58,6.81,,,,,,-3.44,0.24
0,15,0,-7,0,0,20,-5.0,-56,0,-7,0,0,20,5.0,-55,9.44,,,,,,-3.69,0.26
