InfoCFO,InfoMeasurementCount,Initiatoro,Initiatorrr,InitiatorFLAGS,InitiatorGREF,InitiatorRXGAIN,InitiatorCFO,InitiatorRSSI,Reflectoro,Reflectorrr,ReflectorFLAGS,ReflectorGREF,ReflectorRXGAIN,ReflectorCFO,ReflectorRSSI,ResultDistance,ResultAoA,ResultDQF,ResultToF_Distance,ResultToF_SuccessRate,ResultInsideCircleOfTrust,ResultCFO,ResultLikeliness
0,0,-2,-10,0,0,26,1.0,-78,1,-10,0,0,26,-1.0,-78,18.77,,,,,,0.0,0.14
0,1,-29,-11,0,0,26,1.0,-79,28,-7,0,0,26,-1.0,-79,4.12,,,,,,0.03,0.08
0,2,-1,-15,0,0,26,0.0,-80,-1,-14,0,0,26,-2.0,-80,8.82,,,,,,0.09,0.15
0,3,-29,-9,0,0,26,1.0,-77,27,-8,0,0,26,-1.0,-76,9.43,,,,,,0.16,0.14
0,4,0,-13,0,0,26,1.0,-80,-1,-12,0,0,26,-1.0,-80,11.5,,,,,,0.22,0.14
0,5,1,-11,0,0,26,1.0,-79,-2,-11,0,0,26,-1.0,-80,4.12,,,,,,0.28,0.14
0,6,-1,-16,0,0,26,0.0,-80,-1,-16,0,0,26,-2.0,-80,9.66,,,,,,0.34,0.23
0,7,-2,-9,0,0,26,1.0,-77,1,-9,0,0,26,-1.0,-77,18.52,,,,,,0.41,0.12
0,8,-2,-11,0,0,26,0.0,-78,1,-9,0,0,26,-1.0,-78,19.18,,,,,,0.47,0.12
0,9,0,-10,0,0,26,1.0,-78,-2,-10,0,0,26,-2.0,-78,9.43,,,,,,0.53,0.14
0,10,-2,-11,0,0,26,1.0,-79,0,-11,0,0,26,-1.0,-79,4.25,,,,,,0.59,0.05
0,11,-1,-10,0,0,26,1.0,-79,0,-13,0,0,26,-1.0,-80,18.75,,,,,,0.66,0.12
0,12,1,-10,0,0,26,1.0,-78,-2,-11,0,0,26,-2.0,-79,19.09,,,,,,0.72,0.12
0,13,0,-11,0,0,26,1.0,-78,-1,-10,0,0,26,-1.0,-78,9.54,,,,,,0.78,0.13
0,14,-2,-8,0,0,26,1.0,-77,1,-11,0,0,26,-1.0,-76,9.47,,,,,,0.84,0.14
0,15,-1,-5,0,0,26,1.0,-73,0,-7,0,0,26,-1.0,-74,3.87,,,,,,0.91,0.17
