InfoCFO,InfoMeasurementCount,Initiatoro,Initiatorrr,InitiatorFLAGS,InitiatorGREF,InitiatorRXGAIN,InitiatorCFO,InitiatorRSSI,Reflectoro,Reflectorrr,ReflectorFLAGS,ReflectorGREF,ReflectorRXGAIN,ReflectorCFO,ReflectorRSSI,ResultDistance,ResultAoA,ResultDQF,ResultToF_Distance,ResultToF_SuccessRate,ResultInsideCircleOfTrust,ResultCFO,ResultLikeliness
0,0,-1,-3,0,0,16,-5.0,-42,-1,-3,0,0,16,4.0,-41,2.35,,,,,,0.0,0.93
0,1,0,-4,0,0,16,-5.0,-42,-1,-4,0,0,16,4.0,-42,2.35,,,,,,-0.12,0.93
0,2,-1,-5,0,0,16,-5.0,-42,-1,-3,0,0,16,4.0,-41,2.34,,,,,,-0.41,0.93
0,3,-1,-3,0,0,16,-4.0,-42,-1,-3,0,0,16,4.0,-41,2.37,,,,,,-0.66,0.93
0,4,-1,-3,0,0,16,-4.0,-42,1,-7,0,0,15,4.0,-42,2.38,,,,,,-0.91,0.93
0,5,0,-4,0,0,16,-4.0,-42,-1,-4,0,0,16,4.0,-41,2.37,,,,,,-1.16,0.93
0,6,-1,-6,0,0,16,-5.0,-42,-1,-3,0,0,16,4.0,-41,2.36,,,,,,-1.41,0.93
0,7,0,-3,0,0,16,-5.0,-42,0,-3,0,0,16,4.0,-41,2.36,,,,,,-1.66,0.93
0,8,0,-4,0,0,16,-5.0,-42,-1,-7,0,0,15,4.0,-41,2.37,,,,,,-1.94,0.93
0,9,-1,-6,0,0,16,-5.0,-42,-1,-6,0,0,15,4.0,-41,2.36,,,,,,-2.22,0.93
0,10,-2,-3,0,0,16,-4.0,-42,1,-8,0,0,16,3.0,-45,2.39,,,,,,-2.47,0.93
0,11,1,-3,0,0,16,-5.0,-42,-2,-4,0,0,16,4.0,-41,2.37,,,,,,-2.72,0.93
0,12,-1,-5,0,0,16,-5.0,-42,-1,-6,0,0,15,4.0,-41,2.34,,,,,,-2.97,0.93
0,13,-1,-3,0,0,16,-4.0,-42,0,-3,0,0,16,4.0,-41,2.36,,,,,,-3.22,0.93
0,14,0,-5,0,0,16,-4.0,-42,-1,-7,0,0,15,4.0,-42,2.33,,,,,,-3.47,0.93
0,15,0,-3,0,0,16,-4.0,-42,-1,-3,0,0,16,4.0,-41,2.35,,,,,,-3.72,0.93
