InfoCFO,InfoMeasurementCount,Initiatoro,Initiatorrr,InitiatorFLAGS,InitiatorGREF,InitiatorRXGAIN,InitiatorCFO,InitiatorRSSI,Reflectoro,Reflectorrr,ReflectorFLAGS,ReflectorGREF,ReflectorRXGAIN,ReflectorCFO,ReflectorRSSI,ResultDistance,ResultAoA,ResultDQF,ResultToF_Distance,ResultToF_SuccessRate,ResultInsideCircleOfTrust,ResultCFO,ResultLikeliness
0,1,-1,-6,0,0,20,1.0,-56,0,-4,0,0,20,-3.0,-54,4.73,,,,,,0.0,0.98
0,2,0,-5,0,0,20,2.0,-56,-2,-3,0,0,20,-2.0,-54,4.76,,,,,,0.03,0.98
0,3,-1,-3,0,0,20,2.0,-53,0,-5,0,0,20,-2.0,-52,4.77,,,,,,0.16,0.98
0,4,-1,-5,0,0,20,2.0,-54,-1,-6,0,0,20,-2.0,-56,4.78,,,,,,0.28,0.98
0,5,-1,-8,0,0,20,1.0,-56,0,-7,0,0,20,-2.0,-57,4.76,,,,,,0.41,0.98
0,6,1,-3,0,0,20,2.0,-53,-2,-4,0,0,20,-3.0,-53,4.76,,,,,,0.53,0.98
0,7,-1,-7,0,0,20,2.0,-55,-1,-7,0,0,20,-2.0,-56,4.79,,,,,,0.66,0.98
0,8,0,-7,0,0,20,1.0,-56,-1,-8,0,0,20,-3.0,-56,4.81,,,,,,0.78,0.98
0,9,-1,-4,0,0,20,2.0,-53,0,-6,0,0,20,-2.0,-54,4.72,,,,,,0.91,0.98
0,10,1,-3,0,0,20,2.0,-53,-2,-4,0,0,20,-3.0,-53,4.78,,,,,,1.03,0.98
0,11,-1,-6,0,0,20,2.0,-55,-1,-5,0,0,20,-3.0,-53,4.69,,,,,,1.16,0.97
0,12,-2,-5,0,0,20,2.0,-56,1,-7,0,0,20,-2.0,-55,4.79,,,,,,1.28,0.98
0,13,-1,-6,0,0,20,2.0,-53,-1,-5,0,0,20,-3.0,-53,4.79,,,,,,1.41,0.98
0,14,-1,-3,0,0,20,2.0,-53,0,-4,0,0,20,-3.0,-53,4.82,,,,,,1.53,0.98
0,15,0,-7,0,0,20,2.0,-57,-1,-7,0,0,20,-2.0,-55,4.77,,,,,,1.66,0.98
