InfoCFO,InfoMeasurementCount,Initiatoro,Initiatorrr,InitiatorFLAGS,InitiatorGREF,InitiatorRXGAIN,InitiatorCFO,InitiatorRSSI,Reflectoro,Reflectorrr,ReflectorFLAGS,ReflectorGREF,ReflectorRXGAIN,ReflectorCFO,ReflectorRSSI,ResultDistance,ResultAoA,ResultDQF,ResultToF_Distance,ResultToF_SuccessRate,ResultInsideCircleOfTrust,ResultCFO,ResultLikeliness
0,0,-1,-4,0,0,12,-5.0,-31,0,-4,0,0,12,4.0,-30,0.71,,,,,,0.0,0.53
0,1,0,-5,0,0,12,-5.0,-30,-1,-5,0,0,12,4.0,-30,0.7,,,,,,-0.12,0.53
0,2,-1,-7,0,0,12,-5.0,-30,-1,-4,0,0,12,4.0,-30,0.71,,,,,,-0.41,0.54
0,3,-1,-4,0,0,12,-5.0,-30,0,-3,0,0,12,4.0,-30,0.72,,,,,,-0.69,0.53
0,4,0,-5,0,0,12,-5.0,-30,-1,-5,0,0,12,4.0,-30,0.72,,,,,,-0.97,0.53
0,5,-1,-6,0,0,12,-5.0,-30,-1,-4,0,0,12,4.0,-30,0.72,,,,,,-1.25,0.53
0,6,-1,-4,0,0,12,-5.0,-31,-1,-4,0,0,12,4.0,-31,0.73,,,,,,-1.53,0.52
0,7,-1,-4,0,0,12,-5.0,-31,0,-3,0,0,12,4.0,-30,0.73,,,,,,-1.81,0.52
0,8,1,-4,0,0,12,-5.0,-30,-2,-3,0,0,12,4.0,-30,0.72,,,,,,-2.09,0.53
0,9,0,-6,0,0,12,-5.0,-30,-1,-4,0,0,12,4.0,-30,0.75,,,,,,-2.38,0.53
0,10,-1,-7,0,0,12,-5.0,-30,-1,-4,0,0,12,5.0,-30,0.75,,,,,,-2.66,0.52
0,11,-1,-4,0,0,12,-5.0,-31,-1,-4,0,0,12,5.0,-30,0.72,,,,,,-2.97,0.53
0,12,-1,-4,0,0,12,-5.0,-31,0,-4,0,0,12,4.0,-30,0.73,,,,,,-3.28,0.53
0,13,0,-5,0,0,12,-5.0,-30,-1,-4,0,0,12,4.0,-30,0.72,,,,,,-3.59,0.53
0,14,-1,-7,0,0,12,-5.0,-30,-1,-4,0,0,12,4.0,-31,0.74,,,,,,-3.91,0.53
0,15,0,-4,0,0,12,-5.0,-30,-1,-4,0,0,12,4.0,-30,0.71,,,,,,-4.19,0.53
